texts,labels
去你妹的应试化教育，去你妹的中国教育体制。,4
介……鸭梨山大啊！,2
你怎么不艾特一下那朵彼岸花呢？,2
章老，好多活动，可惜您老人家木有参加,2
国贸的人保定损真不是个东西，说非人保合作单位修车，不给定损。,4
然后晾着的白衣服落在水滩里……………………………………,2
google对其翻译应用进行了几项更新，其中有一个新增的功能让人叹为观止：对话模式(conversationmode)。,1
我就想买一双！,1
我也以为不会自己亲自上阵，呵呵,1
这时候了，还怎么蛋定？,4
难怪高官要包n奶。,3
听着朋友电话里低啜的声音，再听到五岁女童稚嫩的一声谢谢，我潸然泪下。,2
好好给我唱歌啊！！！,3
谢谢你的关注！！,1
可以认为是自我炒作么。。,3
舒服但容易走错。。,0
谢谢妞姐~,0
是的，窝窝团官方微博发布的兼职信息,0
近处左下角是什么啊？烤山药？,0
不知《南方都市报》在围脖上猖狂反华并视我为目标的狗屄记者们会否明白这些简单道理，以它们的智商可能永远不理解，没有党报罩着，不用说耍狗疯，混围脖也混不了几天。,3
尼玛表达了神马思想感情你去把作者从坟里挖出来问啊！,4
唐代州郡一级的官职有刺史、别驾、长史、司马、录事、参军事；哪里特么来的州长？？！！,4
我不想在为过去而挣扎，我不想在为过去而努力，我不想在为思念而牵挂，可这些都只是不想，我，做不到…,2
什么叫我都呆不住？你觉得我为什么呆不住……,4
洗了说自己不喜欢这裤子叫退货，退尼玛啊。,4
谢啦，不过今天的天气看来是不能赏月了,2
有一股烟，叫云烟！,0
今天没上课吗？还是空余时间随便耍耍？,0
忙个屁，今天丢了一打发票给财务，立马下午开会矛头指向我,4
错了，不是临时工，应该是他临时儿子干的。,0
衰衰衰还听错了问题。。。,2
多喝点。。。,0
甘又话书包！晕,3
那你一定不知道有多少棱讨厌你！,3
一直心心系系的大组会也可能因为我开不成了，电网都不知道要怎么回...,2
大三时急着找男朋友常常是出于攀比，因为身边的女生好象都有男朋友了，,3
时间真的是把杀猪刀啊。。。,2
去学校了。。。,2
他妈的我如此正人君子居然第二…,4
可惜，成都交通不给力啊，一路穿梭，没两个路口，还没到新南门就被一交警从容的拦下。。。。,0
造孽啊...,2
啊啊啊啊啊啊啊啊啊啊！！！！！！！,2
签不签是他自己的权利，凭什么逼着人家签字？,4
介个点心让人感动死了——macaron是法国巴黎著名的甜点，它是用杏仁粉，糖和蛋白调制而成。,1
我哪知道他为毛要用这个字啊！,4
对啊，所以我才这么说。,3
严重者被小人闹得事业停顿、家庭破裂，名誉扫地，一生毁于此，这种情况很常见。,3
窝在被窝里看完《恋人絮语》，不错不错的爱情电影，暖暖，真实的调调...,1
电话没挂前，竟然都没觉得有啥不妥……,0
我去。。,4
去实习公司拿东西，顺便去了国贸新开的pageone，看书古色古香的，设计原版书确实很多，就是肿么产品的就那么点儿…,2
南美洲被人抚养的可爱海豚宝宝。,1
谢谢！！！,1
我勒个去！,3
小悬悬这么多人喜欢，嘿嘿,1
要的要的。,1
他是猪！！,3
明明想见面，明明很期待，还要去拒绝；,2
还在商务状态？？不是有玩过完整版三国群殴了吗！,3
真的，刚才微博直播因雷雨停车了，现在把乘客骗哪个地方折腾去了,4
不过最近不知道为什么也很欣赏小猪了，因为上次那首爱不单行吗？,1
不知道是我落伍了，还是番茄台脑袋被驴踢了，请问张冯喜身上的亮点在哪里啊？？,3
大家说这是不是叫做犯贱？,3
你上次关机肯定是拔电源还是什么的，非正常关机,0
同炸毛！同抓狂！,4
中国联通沃信号是你想用的时候基本没有，不想用的时候时有时没有；,3
哎，我构成作业还没做呢,2
哼哼~~~你们院打不赢我们院,3
越来越不喜欢陈教授了，太装13,3
看到结束后场内的同志们都在抹泪。。,2
那不叫赚，叫抢，叫刮，叫讹,3
他就这样做事一本正经的生怕别人说他不是多累啊。。。,3
有的有的，超像,0
曾经似水，但是突然寒冷袭来，一瞬间心中冰天雪地，一副拒人于千里之外的理智面孔掩盖了躁动的缠绵悱恻。,0
再加上这么帅气的mv，我要疯掉了！,1
根本背不下来啊！！,4
说的人么？？,0
别解释，解释等于掩饰，掩饰就是有事！,4
(红梨舫，鲜花灯光布置+我自己主持！,0
反正俺是不想活了，一半亏掉了咯,2
富婆啊~~,2
懒得去查啊~没本事~,1
只是东西居然是坏掉的…,4
大半夜的还要我露天报名啊？,3
也就周末有心情做个饭，肯定要丰盛点的么,1
好，你等着，别后悔啊,4
我瘦死了！,2
祝出门旅游(包括微游)的人旅途快乐，游玩快乐！,1
幸好没丢什么东西！,0
玲，你也太假了吧，肿么也得说两句三,3
我忙了一晚，喊你做这点事还跟我叫。,4
刑法与民法都应当全民普及，国家法律是每一位公民都应该随处可学，随处可搜索的法律文书知识库，而不是某些人封锁国家法律知识库进行变相向公民卖钱的工具。,3
稍耐心吧，9月一定会开！黑龙江,0
除了工资，身边的一切几乎都涨价了，但是我们依然需要坚强的活下去，因为墓地现在也涨价了。泪,3
从前有一只鸟，他每天都会经过一片玉米田，但是很不幸的，有一天那片玉米田发生了火灾，所有的玉米都变成了爆米花！,0
对头.美女,0
老娘这么下去迟早有一天变真爱啊有木有！！！,4
罪过，罪过。,2
简直就是一派胡言！！！,4
忍忍吧~~,2
京东你真的伤不起啊！！,4
这种骨子里的自私，才是我们真正应该反思的~~,3
这就是高校行政化的极度病态，当婊子还想立牌坊。,3
一个骗子加流氓、吸毒者，球踢得再好，不会做人，有什么值得推崇的？,3
你买好车票是不是直接回家了呀！,2
草泥马的房东，要不是打电话给供电局问你狗b的还要涨电费，有木有？,4
世博会余音未了嘛。,0
艺术家独立特行，要管，民间信仰诵诗，要管，民间公益组织，要管，什么都要管治，因管而乱的事情愈演愈烈。,4
也可以有其他鬼的~~~,1
上图：英勇城管再战江湖，广州小贩血肉模糊。,4
你还唱《就是爱你》和《她来听我的演唱会》、、这也算了。。,3
安全!!!,4
对药家鑫父母也要多些宽容之心，这样有利于促进和谐美好社会的发展。,0
说谎是不对的！所以我们还是要叫你吃货！,0
历史是个可怕的轮回……,2
睡觉困猪头还有三堂课……,3
蜡烛蜡烛蜡烛3名保加利亚籍世界粮食计划署的工作人员在苏丹乌姆沙拉亚地区发放人道主义救援物资时，遭到不明身份武装分子绑架。,2
我相信你！,1
岩你啊！！！,4
你才是~~你昨晚干嘛不来吃饭？群众不会原谅你的,4
我明明买的是书啊！！！,4
以后上厕所要结伴啊！！,4
这是芝麻糊汤圆，超好吃,1
沮丧了空我可亲可爱的win7，难道你就这样离我而去了么？,2
密码太呀撒西了！,3
我也怀念。,2
她说上去坐坐，喝点她找了很久的荔枝红茶。,0
看到这张图片，不禁想起文革时期章伯钧先生家中多年辛苦积累藏书一万余册，却皆被红卫兵造反派拿去烧火取暖。,4
那我钱包掉不是你要回来了，然后叫我请你吃饭嘛？,0
胡说八道!你家里难道是你爸妈分成两拨,4
有多少人是跟我一样，知道了之后捶胸顿足啊~~本以为花花公子不花了，像童话一样美好。,4
啥时候开始做的啊，快完成啦？,0
捶胸顿足，恨自己不争气，期待了一周，哎姐妹们下次再组团哈,2
祝爸爸们2011身体健康！,1
在电视台干活儿就是要做好拿女人当男人使；拿男人当牲口使得心理准备。,0
独裁者看来都是脑残，国家都是他家的，捞这么多钱干什么。,3
猪，你又趁我没精力算你的多给我钱了哈？以后你来干脆别吃直接付钱,3
那我到时候去找汤圆，把他的肉割下来给你做月饼,3
咋了咋了，谁还没个年轻的时候了！讨厌,3
当哥们全能啊…,3
我才开始高兴我失眠跟便秘好了，睡不着觉最牙刷了,0
好黑！宰起胖子来不眨眼！,3
天，如果这是真的，铁道部这样的行为比土匪还过分,4
我知道啊，她明天有事，所以我一个人呗,2
难道女人就不撒谎吗?,3
否则，13亿人民群众的口水会淹死你调查组！,3
下东西也下不成为令人，我的天哪，气人莫？抓狂泪黑线,4
o(︶︿︶)o！！！,2
求组队。去网吧,1
你们可以的。哈哈,4
貌似我已经排到10号中秋节前。。好吧,0
我只能面对那些我不愿经过的风景。,2
山路跑好车是交通厅长的荒谬逻辑，除非你没有把山路修好，否则什么车都可以跑。,4
这是哪里啊？,4
衷心地感谢！,1
忘记恭喜小梅西获得fifa金球奖，很多人说这是冷门，是意外，但是，你的努力我们都看到了，努力就应该有回报不是么？,1
可恶。。骗了我们七次,3
设计院年会，感觉只是一顿无聊的晚餐。,3
以后父母家产一百万以下和智商一百五以下小孩都不许上学！,4
不再写这些文章了。,2
在这里整盘火锅也巴适得很！蚊子不是问题！,1
mv看了无数次，上星期三现场也看了无数次，今天的现场依然让我震惊了，东方神起不愧是东方神起啊，整齐划一的舞蹈…,1
貌似我也跟他有一腿啊~,3
最近不晓得杂的失眠好凶哦！,2
有木有搞错啊，小爷朝思暮想的肉片居然是这个样子滴，爷要吃的是整片整片的肉啊，不是被乱刀狂砍的肉泥啊，啊！！！！！！！,2
哎呀！妈呀！,0
不要不要我要靠自己！！,0
不过，江苏台的软肋是主持人太缺，来来回回就那几个，不适合也硬往上安。,3
万万到底有哪次料到过。。,2
我和广州塔一样苗条，都是小蛮腰嘿嘿,1
findbeautyineverything.爱心去发现吧，万物皆有美。,1
会买大大的蛋糕一定要很大的还要插蜡烛，随着年纪的增长每年这个时候也会过但是就觉得少了神马，没有很刻意不会很开心~再过十几个小时咱三个在聚，其他朋友今年就给你们免礼了浮云,2
基本么吃过，城市基本是路过的伤不起啊。。,2
那你痛怎么办？有药吃？,3
早说啊！我搬办公室也不受这个气了。,3
如今父亲去了，留在心头的是一种无可名状的酸楚。,2
:原笑话是：英国国王对情妇说：我在你身上花的钱都够买一艘巡洋舰了。,0
我要气死了！！,4
8号哈……你呢,0
黑老子快3点拉叫这么早？,4
一起加油咯。,1
大使馆你是anti我吗？？？,4
是不是伤的更重。,2
因为，你有野未帮完罗，例如几时请我吃饭啊？,1
表达了对日本灾区的关心、跟gibbo的jq、去曼彻斯特的旅途……,0
个以为，说明书式的育儿书已经不少了，同质品泛滥，空间有限。,3
曾经的我们仨，现在的他们俩，还有这板凳上，孤单的那一个我。,2
是谁说&amp;quot;养儿防老&amp;quot;的?,3
难道像之前马诺那种拜金论调是社会的正常基调吗？,3
我痛骂虐猫者：扑街，有人也骂我：扑街。,4
老焦可性啊！,3
你技术真好……教我,1
大家纷纷对一条铺天盖地的新闻持怀疑态度，既然用了肯定的语气，那就是已签约而非有意向啊╮(╯_╰)╭看来非要等唐人那帮吃货发话才能打消疑虑，但是。。。,4
好哒、我多保重身体啊、亲、,1
你怎么能这么说人家呢？,4
谢谢了真的很感谢也希望大家多多转发，比熊犬，头圆鼻子颜色浅，黑眼珠。,1
真是贱b!,4
可能我低俗了，没觉得她性感诶,1
衣服扣子都被你扯掉了，你说我是不是受害者！,4
没有.我想考研.你是做什么的?,0
你就和我来民的？小艾肯定是他…,0
这是哪里啊?,4
黄光裕认为一个团队需要五种人构成：震山的虎，远见的鹰，善战的狼，敏捷的豹，看门的狗。,0
好像牛肉面和米浆的评价也不错，是吗？,1
负心汉都该死！,3
哈哈是吧。性格也像不爱说话特内向。,3
要防止“汉奸”去钓鱼岛,3
妈爱心我爱你！,1
啥原因？,0
当今已百毒不清。,2
~听音乐,0
可以啊，是我们的群聚会嘛。我到时打电话给你,0
你的目标很简单，就是将空间中散布的方块填充到一个轮廓中，组成一个三维几何形体。,0
即使不考虑腐败，你的监管究竟要养多少闲人懒人废人？,3
他不仅是fastfive的no1，还是制片人哦~温柔又强悍，帅得没边了。。。爱你,1
烧鸡的意思是，要是给妓者的工资低了，妓者就要讲假话。,3
不要你电话掉佐?,0
错啦！香港也是家，金窝银窝都不如自己的狗窝。,4
腼腆得都米有脸了。,0
北京的车位你停不起啊！,4
比如卫生部要建记者黑名单，新闻出版署说违法！,3
那么来北极吧~北极风光和北极的探险故事一定可以勾起你的兴趣。,1
这。。。这,2
真的不要担心，我去换票之前也是订单完成，一样换到票了,0
你在我们看不见的地方都完了些什么游戏啊！！！,4
我昨天发了呢，可能还是要去杭州吧，我爸说报销我一半的机票费！,0
是杀害那么多少年儿童的罪魁祸首！,4
不要忘了你答应过我要考到一间好的大学，所以不要再因为我而影响自己的学习勒，希望你不会让我失望。,2
糯米粉的软糯，花生芝麻糖的香甜，在口中，真的是回味无穷！,1
它真的太完美了`莫非....,1
虽然我会支持祝捷，但坦率地说，昨天我觉得王扬唱得比祝捷好听，也可能是那首歌我喜欢听。,1
感觉还可以。,1
我们的颜色比较小清新~~,1
我在你来伐？,0
买了多少钱呀？有新浪微博软件不？,0
好好生生的谈个朋友璐璐，你看你每天神经兮兮的发滴些东西我们,1
我觉得孙皓晖先生的《大秦帝国》把秦军写得像传说中得八路军一样的威武之师正义之师爱民如子秋毫无犯总是那么英勇正义，有点搞笑，让我这个陕西人虽想自豪却有点不好意思。,3
我也有同感，不过揪心啊,2
你得问他许不许！,0
啊啊啊啊啊啊啊啊啊啊啊啊。。。,4
这就是寝室！！！,4
请问1万坚戈相当于多少人民币啊？,0
哼，气死了。,4
老子怎么从来没怎么看到过~,2
再惹老娘就去请大师做法害死你!,4
怎么说呢一个人吃的就一般合伙吃的就不错男女约会吃的就更好。。。,0
某人像演唱会一样的歌友会。。,1
年初换掉移动的号一是因为iphone应用不支持，二是因为139的掉线率越来越高，作为一个老移动用户，看到这样的情况真是让人痛惜！,2
嗯…时尚又热闹的区域。,0
重建自己的新家园！,1
知道我是谁了啊。想我了没啊,0
今天听了李总的分享，获益匪浅。情到深处泪自流。,1
难道她又比钱你使?,3
怒怒怒太过分了，发生在朋友身上的事，大家帮忙转发。,4
噢…我唔知既。多人去嘛？,0
受凉咳嗽时，不妨在晚上睡前喝上一杯生姜红糖水，很神奇的哦~呵呵,1
三人这张莫名有种清纯(!?)感吗…,1
我是说无聊时候必定玩的游戏我该怎么拯救你，琼琼的眼睛,0
这仨位是去哪了呀。。。,0
够了嘛姓于的！,4
违法滥用权力如此普遍，刑事诉讼法草案的目的难道是将非法行为合法化？,3
什么牌子手机啊这么烂，质保期就坏了这样,4
有木有！有木有啊！,4
起的好早？周一上班是不是压力特大啊？,0
多少钱啊！,0
是额呀！今天么上班加班买月饼了,0
只可是个大工程啊！杀毒的前提是要收集全病毒的种类啊！,0
上帝又说了，除非下学期的的零食都给,3
jas，2011要给力哦，加油…,1
普天之下，都在体制内，有本事您出国去。,3
的确是，呵呵,0
瓜的嗦，那以后不准喊我瓜娃子了哈,4
迎客的造型，飞人情怀！,0
好了我睡了，要骂就继续吧，反正不影响收视率！,3
老天啊！！！,2
经营的不是简单的媒体，而是一个人群。,0
屎雨哥屎雨哥犯错了还不主动承认错误，，气屎人了,4
死哪里去了，我要开赛车，哥,4
对的，都是平安时代的。样子都很滑稽的,1
后来我因为没系安全带收到了4张罚单,2
关键是你咋知道她穿的是啥内衣？内衣是胸贴，内裤是纯棉,3
七十多年前，温州历史上有过《瓯风杂志》，今天的《瓯风》新刊自为薪火相传，或远绍前贤，基调平静而舒缓，是一本有相当水准的历史文化读物，欣赏！,1
最大那一盆是什么呀？好吃么？4月份去了我也要吃,1
岁月的痕迹都留在我们脸上了，木有你啥事！,2
你下个我瞅瞅！,2
老天爷。,4
这些孩子，父母还能认出他们吗？,2
好怀念哦，哈？想当初，我们2个天天早上都要吃,1
我的bunny宝贝儿！！！,1
味道一定是酸酸甜甜的。,1
第二十三集，尼玛尼玛尼玛尼玛！！！,4
各种怕冷。。,2
祝福他们！！,1
不会的..我罩你!,3
我妈越来越好玩了～,1
敬告所有烧面条的同志们，别显着没文化，中学怎么毕业的？,3
我存钱你切求包养！,0
这样好，孩子在打打闹闹中学会了怎么和别人相处，比独生子女好多了。,1
好想有个你，在我最无助的时候，有你陪在我身边！,1
还怎么活！泪抓狂,2
更没吃着有鱼的排骨饭。,2
你没一屁股坐死他？,4
肖俊学长生活的真好已经实习了吗？,1
虽然贵了好多，不过封面上没有那些奇怪的翻译实在太美好了！,1
天蝎才比较悲剧一点吧。。。,2
这周将再来一次票务飞跃！几次！,0
保胎药竟然是红金消结胶囊，集美第二医院视人命为草菅！！！,4
三线城市做真酒活不下去无法认同，这是对中国市场的最大误解。,2
最后还坑爹的发现好像那天值班！！！,2
同样是环保题材，芭莎的周迅远远胜过时尚comso的周迅以及芭莎的李冰冰,1
主要感觉到位了，就行！哈哈！,1
百年后这些故事又为我们的后代所耻笑、难解。,3
用我心抚平你额上的皱纹，用我的情感染黑您头上的白发。,1
路边停的私车少了，公款报销的公车停的更舒坦了。,3
谁叫你喜欢欺负人的，你还经常欺负我,4
建党的那天晕死了这个都不知怎么可能呀呀呀！,2
好久不见啦，我也不爱吃,1
哇穿好多，我都穿凉鞋了。只要其他鞋我穿不起。,2
呢对都系拖鞋嚟噶...,0
到最后又伤得太深！,2
侄女等人.,0
为毛是哥三啊！！！！！！,4
你太帅啦~~鼓掌鼓掌,1
音乐也太带劲儿了吧！！,1
同学…你每次发的围脖都是一大堆很牛的东西…,1
休假最讨厌的事情就是，假期还没结束就接到公司的电话催促立刻结束假期奔赴工作岗位，心情真是郁闷透了。,3
发贴的同学！你没来过上海吧？,3
哥现在最想搬出去的理由真的已经不是不想见到他而是不想见到你了。。|||。。。,3
好可爱的敏豪～,1
比尔盖茨：这样？行！,0
来来回回几次后，男的终于怒了：不换了，我又不是向日葵！,4
我把你全部球杆都收了，旁边放个高铁用的推土机，你说不说？,4
看九州的人你才伤不起啊伤不起！！！！！！,2
你会被萌翻的...,1
不是啊我看了两集觉得太假了就不想看了...不懂它怎么那么火太扯了,3
然我一介书生，只求无愧此生，足矣!,2
你系边个啊？。,4
生病我是有多可怜，有米人可怜可怜我委屈,2
请告知店址！谢谢,4
卧槽，大半夜的被某个人的言论搞得好恶心，日哟，你除了再版某本书，除了提及陈年旧事，除了自作多情卖cp萌，除了自作多情，除了没下限你能不能干点别的啊？,4
在酒店看外国频道，发现外国广告基本拼创意，看着也不枯燥，有的还很有意思。,1
尼玛告诉你老子冷宫呆惯了正宫不适合我！！,4
如果他们再搞强拆，我就要上你们那里,3
那个系啊…,1
所以你想说明什么？介男银是受虐狂？,3
巴萨万岁！！！,1
不知曾几何时车模成为车展的亮点；不知曾几何时车模在车站中pk掉汽车成为主角；不知曾几何时车模已成为车展的唯一话题。,3
姐姐，还没睡呀！？,2
被谁救了？,0
二月，即走；如果，有你，多好。,2
都是翻译软件惹的祸。,3
又海的地方！！！,3
不过有时我都会甘觉得~,0
她会好起来的，她离开了我会疯掉的，我不要我不要啊啊啊啊,2
完全没办法一觉睡到大天亮=。。,2
不让他们知道微博多强大我都不是他亲爹！,3
师父就是师父我等也剪个头型配合你哈！！,1
这个消息上报了~,0
真不能这么清楚，骗人的。,3
好啦，你们都好幸福啦，单身的姐表示羡慕妒忌恨！,1
刷卡收手续费不？,0
今天就开始上班老啊!,2
原来你那么迫切想约我啊~那工作挺轻松的啊！,0
别坑我们啦。。。。,3
什么意思啊？,0
什么他妈的叫她妈的最佳！(本人纯属踩电门，请绕行)。,3
于谦：那中国人就没发明点什么？,0
相亲相的咋样呢？,0
他的命是命，别人的命就不是命吗？,4
哎呀我昨天虐到后半夜两点多回去不行就按我说的装病装晕…,2
不用尴尬。我一点都没嫌弃,0
有时间去找你玩，你在广州哪里啊？,0
见不到阿玛算什么！你心里只想当王后啊！,0
不会吧，我不要是悲剧啊，呜呜,2
这是宇宙地铁，不管你信不信，反正我信了,0
连一个文献的证据都拿不出来。,4
每次宝贝都很帅好看死了而且第一个采访每次都是咱家的！,1
那就不是武汉啦~,3
304都10岁了呢~祝304生日快乐蛋糕为了我们爱304的这些娃子们以后要出更好的作品哦~,1
不错哦！多大了？,1
不对应该是潇洒，，也不对的，反正比以前帅多了。,1
永远都是…,0
关于人贩子的处理方法：不该判死刑，应该把它们用到孩子们身上那一套再还到它们身上，打折，掰断，敲碎！,4
我没有见过呢~,0
谢谢你们爱我的每个人卸下美丽的外壳让我在难熬艰难的时段走过来istillbelieve～,1
等你回来我肯定知道老多好吃的地方了，带你去奥。这俩神人老狠了,3
有了你们，nikesportswear才会更加进步、将更加多的nike产品和花絮带给大家~nsw决定今儿个先提前拜年了！,1
你居然在夸你自己--虽然过年了，也不能这么自恋啊==你真萌真可爱。,1
必须抢手呀！,1
公权机构已经失信与民了，还能有何权威性,4
卧槽！！！！！！！！！！,3
看到有天戴着允浩代言的cartier手链我就圆满了！,1
儿子近来表现不是很好，今天我教育了他：人吃饭是为了活着，但活着不一定就是为了吃饭；,4
你要1号，我要8号,1
为毛啊！！！,2
有了房地产就该房价飙到天上去？,4
难道中秋不是端午丫、,3
我来了……,0
每每看到这样的惨剧，不禁要问上帝为何要降难于无辜,2
顾老师快给我上上课！明天的杂志采访要讲讲豪雅表！,0
3、物价确实上涨了--3000元办2000元的事；,3
同时，既要逃课，又要让老师给高分。,0
身高什么视力都木有。。奥特曼奥特曼奥特曼晕,3
是媒体的悲哀吗？,3
税负越推越高，难道政府真的在有意识地消灭中产阶级吗？,4
无用呕吧的饭，下次有啥事别带上nk行么？,3
月饼圈哥我们通宵都在搞这些衣服假毛！！！,4
虽是迷你小屋，但，爱的胸怀很大…,1
娜娜被欺负了呀，呜呜。乖乖哈。,2
呵呵呵还是你自己留着冲喜吧我知道你是二念加我粉~~,1
今天各种怒…,4
3、自卑：把它从你的字典里删去；,0
莫非兄弟失眠了。。。,2
某豆很猥琐！,3
三个臭鸡巴。,4
无法抵挡你的美。回去收拾收拾再来找你！,1
都臭不要脸！,4
是很积恶…,1
人家是最美屁股，又不要看脸的,3
倘若整治贪腐与防止街头革命一样具有成效，大抵上街头革命都会自动消失。,0
自己倒塌算不算？,0
他说，一个国家的崛起并不一定伴随冲突。,0
瘦人了不起阿！,3
传张照片你会更震惊！,3
但是宁波木有啊！！！,0
(tom没事的tom我们都爱你……,1
更更痛苦的是你写出来还是个垃圾；,2
能遇心爱的人，是多么幸运的事。,0
造型上与众不同没错，但得与众不同地好，否则负效价。,3
双重身份呗。谷歌的老总拿着苹果手机,0
我想狠狠的抽自己一耳光~~~,4
特别内疚，过年生病不说，还传染给小妞，也怪，她病了我就好了，然后就陪她四处看病，哪里都没得去玩，到现在她还在咳嗽～～,2
理疗基本不肯能有时间去做，不能锻炼和跑步让我连唯一减压爱好都没有。。,2
发布以后，政府就算完成任务了，涨不涨是企业的事情了。,0
管吃管抽管台球还有没有别的要求？算了，有也不满足！,0
我们都是novo控！,1
还是我姐好，我还以为老虎又要打我呢,4
小偷行窃被发现后持匕首行凶，将老爸、老公多处刺伤，血流如注，美好的全家旅游变成了灾难！,4
再来，。。,0
这么贵，靠，我对椰子的价格一直停留在1块钱一个！,4
钢铁企业不服，联合起来将政府告上了法庭。,0
就缺你啊！,1
为什么现在人和人之间越来越冷漠，有些媒体难道不该想想自己该承担的责任么？,3
时间是把杀猪刀啊早知道老娘当初也走走森女风了。到现在只有羡慕滴份啊,0
不会的..不过比鸡姐那白框的好多了,2
小时候的小尾巴。,1
时间真的可以冲淡一切的。,2
做梦梦到你妈妈来了找不到你了然后陪你找妈妈！,0
我是不会忘了你的，亲爱得,1
愿日本能平安度过这次灾难。,1
每天都有疯言疯语疯人疯事。,0
欢迎您的来电啊！哼,3
这是为什么呢？,3
哇靠!为什么我们没有??,4
还好，不冷。跟温州差不多吧,3
我说的是昨天南京地方规定，要共同呼吁把这个扼杀，否则会席卷全国,0
宽恕别人，可以让生活更轻松愉快。,0
可不能这样做动作啊。。。,1
我傻，为你傻;,2
呵呵，俺稀罕星星哟~~么么,1
谁啊？！,0
谢谢！假期愉快。,1
但他们没有，悄悄地坐在门外。,0
等会瓦阿姨来给我报仇。。。,0
我感觉出，也感觉到了/猪头,2
介不也快了吗？看不了对北京的比赛啦？,2
你们又他妈不上班！,4
嗯，你慢慢打，我坐等仙五,0
有钱人啊，也不给我试试,0
寝室闹老鼠。昨晚老子的食物放桌子都被它咬了！操蛋的！,0
我是等的看变三逛了一天了…妈的,4
而俺忘了，可怜之人没有成功的渴望和进取心，唯一想的是你怎么不把饭做得？,3
到底要到什么时候才可以取钱啊？？,3
别忘了，你的世界我曾经来过。,1
你爪子喃你都不给我处回来顿时感觉没挑战了~,2
如今社会真黑暗一个六旬老人在东门太阳广场下捡水瓶为生城管看到后就过去赶他走他只是捡个瓶子而已！,4
你是！哼！,4
胸前背后都纹上红十字，那就成靶子了,0
呜呜、照顾好晴哦。,2
不公开说炒，公开了还说炒，解释说不淡定，发飙说不懂事，沉默说是默认，谁挺谁一句说秀恩爱。。。,3
我最爱的破男人！,1
是呀是呀！也是一条生命呀！,2
明早要先去修车，弄完撞我那人送我去上课，晚上还得接我回来,0
不用啦，放在店里面我来店里面盖好了,0
这次真严重了，被停课两周。,2
我爱她标新立异的想法和特立独行的诠释。,1
咦，甘猖狂噶！互相提醒！,4
就是啊！！！,0
人货混装的有木有！,4
我被辣的睡不着。肚子里有一团火。难受啊,2
草菅人命？,3
我也不例外。。,0
博学汇的活动也非常好哦，推荐一下！,1
你从这边认真地看过那边，终于，你直视着你的饭，说着你的感谢，我们也同样感谢你。,1
这条路灰还能更迷朦点么？,3
抓狂抓狂抓狂抓狂抓狂一大早挤公交的有木有？？？,4
我和超超老总在一起共同奋斗了十五年，别看他个子不高，但他内心的力量非常强大，是我坚实的后盾之一。,1
全草具有解毒消肿，止血，止痛的功能。,0
油门告诉我在哪儿！我要开我要开,4
我还在...,0
在某些地方，早死比赖活着强,2
求大家帮帮这个可怜的小姑娘。,2
在这个时代，公开真相越早越维稳。,4
慈湖？看中了没？,0
如果让瞎子阿炳做音乐试题他得零分，而否定他的才华，未免太武断了good,3
你是我心中最美的云彩。,1
蒙古国以股份形式向全体公民分红，因为国家资源理应是全民所有，中国那些傻b国企，是不是应该反醒一下，利用国家政策剥削百姓，要你们这些企业有何用？,3
害怕咋办啊~,0
有没有必要这么早...,0
下班就来了…我现在热的汗淌的呢…,0
三是国外很乱(专挑外国的毛病，爆动、恐怖袭击、战争、政治丑闻、天灾人祸)。,0
江南鱼米之乡啊。。。。。。,2
没有，我在节食了，我最近变的很容易就搬了,2
没有。。我什么都没做,0
最讨厌那些所谓的圣人！,3
愤怒！！！,4
或只是被通知参加开庭？,3
有可能是病毒，我认识的人，发什么鬼孩子的照片啊。,3
其实，顺着这个创意，不仅公园的长椅，可以反印上广告，公交车上的座椅，地铁里面的座椅都是不错的广告模型啊。,3
只愿你能快快好起来。,1
3000多。,0
不给买小猫小狗就算了，给人家弄个老鼠；老鼠也就算了，还是个假的；假的也就算了，还是个旧鼠标……,4
瞧这暑假过的。哎！,2
说白了，还是姐你不差钱！,3
北京和上海的酒吧都不安全哇！,4
18岁，患上强直性脊柱炎，一种无法治愈，随时可能瘫痪的恐怖之病…,2
貌似你的大儿子更需要你的关爱。。。,3
你就跟个局外人似的，还在这乐呢。。估计现在多数收到的人都泪奔,3
有些事即使强迫自己当作记忆也还是会被随时触发的～,2
哎呦我去~~~活生生的被这脑残神马协会恶心到了靠,4
很喜欢这种兄弟感情义气的电影。,1
非得说一下晚自习我带着你们收拾书包奔向二一班才中了？！,4
为神马你们都看得出来，就我看不出来~,2
去北京呀？,0
好撒，喊他开。跟你说嘛今早上坐公交我又着非礼了,0
-------神马爱情，都是杯具。,2
脸好了吗？这么欢…,0
你很厉害啊!,1
点会呢。我习惯了嘛。难改口。,1
批评中国，是批评她的体制和缺点，不是反对中国国家利益。,3
好！付定金！,1
你们上课的椅子怎么和食堂的椅子一样，难怪会容易睡觉。,0
多幸福……,2
前天看了这个视频，今天配上字幕了。牛逼！,1
我们会像您一样坚强…心心蜡烛蜡烛,2
老大，你以如此高龄卖萌实在可耻，而且萌的这么萌，耻上加耻。,1
呵呵，照此下去，以后别开公司了，直接开培训机构,3
又做成饭了吧？,0
应该系冇噶~上届都冇,3
不过你和孙乐哥一点也没有不开心，还是那样亲切的配合演出，真的，谢谢你们。,1
360：一直想收费，从来都不敢；,3
